,company_name,company_rating,other_data
76,Nlb Services,4.0,"Recruitment , 1k-5k Employees , 17 years old , Noida +20 more"
77,TO THE NEW,3.8,"IT Services & Consulting , 1k-5k Employees , 16 years old , Noida +16 more"
78,HDFC Bank,4.0,"Banking , 1 Lakh+ Employees , Public , 30 years old , Noida +1560 more"
79,IDEMIA,4.1,"Law Enforcement & Security , 1k-5k Employees , 7 years old , Noida +40 more"
80,Ukb Electronics,4.2,"Electronics Manufacturing , 501-1k Employees , 28 years old , Noida +17 more"
81,Ernst & Young,3.6,"Management Consulting , 50k-1 Lakh Employees , 22 years old , Noida +94 more"
82,Redcliffe Labs,4.5,"Healthcare , 1k-5k Employees , 6 years old , Noida +79 more"
83,Henry Harvin Education,4.5,"EdTech , 201-500 Employees , 9 years old , Noida +13 more"
84,Tata Projects,4.3,"Engineering & Construction , 5k-10k Employees , Public , 45 years old , Noida +237 more"
85,Jubilant Foods Works,3.9,"Hospitality , 10k-50k Employees , Public , 29 years old , Noida +198 more"
86,Transsion,4.2,"Consumer Electronics & Appliances , 501-1k Employees , Public , 18 years old , Noida +57 more"
87,Leverage Edu,4.2,"EdTech , 51-200 Employees , Startup , 7 years old , Noida +11 more"
88,Coforge,3.5,"IT Services & Consulting , 10k-50k Employees , Public , 20 years old , Noida +87 more"
89,Amity University,3.6,"Education & Training , 1k-5k Employees , 19 years old , Noida +77 more"
90,Samsung Research,3.4,"Consumer Electronics & Appliances , 1k-5k Employees , 55 years old , Noida +11 more"
91,Nokia Networks,4.3,"Hardware & Networking , 501-1k Employees , Noida +82 more"
92,Amazon Development Centre India,4.2,"Internet , 10k-50k Employees , Noida +84 more"
93,Genpact Headstrong Capital Markets,3.8,"IT Services & Consulting , 1k-5k Employees , 26 years old , Noida +18 more"
94,Tech Mahindra Business Services,3.5,"BPO , 5k-10k Employees , Public , 21 years old , Noida +49 more"
95,Polestar Solutions & Services India,4.4,"IT Services & Consulting , 201-500 Employees , Startup , 12 years old , Noida +7 more"
96,iQor Global Services,3.5,"BPO , 1k-5k Employees , 26 years old , Noida +48 more"
97,Mercer,3.8,"Management Consulting , 1k-5k Employees , 79 years old , Noida +17 more"
98,ICCS,3.3,"BPO , 501-1k Employees , 19 years old , Noida +25 more"
99,Velocis Systems,3.9,"IT Services & Consulting , 1k-5k Employees , 29 years old , Noida +46 more"
100,NetAmbit,3.4,"BPO , 10k-50k Employees , 24 years old , Noida +86 more"
101,Haldiram Foods,4.0,"FMCG , 1k-5k Employees , 54 years old , Noida +121 more"
102,Pyramid IT Consulting,3.1,"Recruitment , 1k-5k Employees , 28 years old , Noida +20 more"
103,Nokia,4.2,"Telecom , 10k-50k Employees , Forbes Global 2000 , 159 years old , Noida +149 more"
104,LTIMindtree,3.6,"IT Services & Consulting , 50k-1 Lakh Employees , Public , 27 years old , Noida +52 more"
105,Fluper,4.1,"IT Services & Consulting , 201-500 Employees , Public , 11 years old , Noida +2 more"
106,OPPO,4.0,"Consumer Electronics & Appliances , 10k-50k Employees , Public , 20 years old , Noida +354 more"
107,Acadecraft,3.1,"EdTech , 201-500 Employees , 13 years old , Noida +12 more"
108,Times Internet,3.6,"Internet , 10k-50k Employees , Public , 25 years old , Noida +23 more"
109,Addverb Technologies,4.0,"Industrial Automation , 501-1k Employees , Startup , 8 years old , Noida +15 more"
110,Denave,3.7,"Marketing & Advertising , 501-1k Employees , 25 years old , Noida +56 more"
111,M.J Global,4.3,"Packaging , 201-500 Employees , Public , 44 years old , Noida +9 more"
112,Optum Global Solutions,4.2,"IT Services & Consulting , 10k-50k Employees , 22 years old , Noida +14 more"
113,upGrad,3.8,"EdTech , 5k-10k Employees , Indian Unicorn , 9 years old , Noida +38 more"
114,Physicswallah,3.8,"EdTech , 10k-50k Employees , Indian Unicorn , 5 years old , Noida +73 more"
115,Allsec Technologies,4.0,"BPO , 1k-5k Employees , Public , 24 years old , Noida +26 more"
116,Virtual Employee,3.3,"Recruitment , 1k-5k Employees , 17 years old , Noida +13 more"
117,C&S Electric,4.0,"Electrical Equipment , 5k-10k Employees , 58 years old , Noida +48 more"
118,MCM Telecom Equipment,4.0,"Electronics Manufacturing , 201-500 Employees , 9 years old , Noida +4 more"
119,Globus Infocom,4.8,"EdTech , 201-500 Employees , Conglomerate , 23 years old , Noida +20 more"
120,Cavisson Systems,2.2,"IT Services & Consulting , 501-1k Employees , 13 years old , Noida +2 more"
121,Landis+Gyr,3.7,"Electrical Equipment , 1k-5k Employees , Public , 128 years old , Noida +10 more"
122,Innovaccer,3.2,"Software Product , 1k-5k Employees , Indian Unicorn , 10 years old , Noida +5 more"
123,Cyfuture,3.3,"IT Services & Consulting , 201-500 Employees , 23 years old , Noida +28 more"
124,Kalpataru Power Transmission,4.2,"Engineering & Construction , 1k-5k Employees , Public , 43 years old , Noida +208 more"
125,BYJU'S Exam Prep,3.8,"EdTech , 501-1k Employees , Startup , 9 years old , Noida +26 more"
126,PureSoftware,3.3,"IT Services & Consulting , 1k-5k Employees , 19 years old , Noida +9 more"
127,ATS Infrastructure,3.9,"Real Estate , 1k-5k Employees , 26 years old , Noida +12 more"
128,Vivo,4.1,"Consumer Electronics & Appliances , 5k-10k Employees , Conglomerate , 15 years old , Noida +373 more"
129,DISH TV,3.6,"Broadcasting , 201-500 Employees , Public , 21 years old , Noida +134 more"
130,Spark Minda,3.9,"Auto Components , 1k-5k Employees , Public , 66 years old , Noida +60 more"
131,Square Yards,3.8,"Internet , 1k-5k Employees , 11 years old , Noida +42 more"
132,Padget Electronics,4.0,"Industrial Machinery , 501-1k Employees , Noida +7 more"
133,Fujitsu,3.9,"IT Services & Consulting , 5k-10k Employees , Forbes Global 2000 , 89 years old , Noida +29 more"
134,Bharti Airtel,4.1,"Telecom , 10k-50k Employees , Public , 29 years old , Noida +660 more"
135,Ebix Software India,3.3,"IT Services & Consulting , 1k-5k Employees , Public , 48 years old , Noida +30 more"
136,MagicBricks,3.2,"Internet , 501-1k Employees , 18 years old , Noida +28 more"
137,Helloverify,3.3,"Law Enforcement & Security , 501-1k Employees , Startup , 12 years old , Noida +5 more"
138,GE Vernova,4.2,Noida +70 more
139,Cyient,3.8,"IT Services & Consulting , 10k-50k Employees , Public , 33 years old , Noida +33 more"
140,Realty Assistant,4.2,"Internet , 201-500 Employees , 5 years old , Noida +11 more"
141,S&P Global,4.2,"Analytics & KPO , 10k-50k Employees , Public , 164 years old , Noida +24 more"
142,Aon,3.9,"Financial Services , 5k-10k Employees , Forbes Global 2000 , 84 years old , Noida +19 more"
143,TSYS|Total System Services,4.4,"Financial Services , 1k-5k Employees , Public , 40 years old , Noida +7 more"
144,WSP,4.2,"Engineering & Construction , 1k-5k Employees , 65 years old , Noida +28 more"
145,Appsierra,4.5,"IT Services & Consulting , 51-200 Employees , 9 years old , Noida +10 more"
146,Moglix,3.6,"Internet , 501-1k Employees , Indian Unicorn , 9 years old , Noida +34 more"
147,3i Infotech,3.6,"IT Services & Consulting , 1k-5k Employees , Public , 31 years old , Noida +105 more"
148,Country Holidays Inn & Suites,4.4,"Travel & Tourism , 501-1k Employees , 8 years old , Noida +19 more"
149,Sonalika Tractors,3.8,"Automobile , 1k-5k Employees , 55 years old , Noida +148 more"
150,Sunwoda,4.2,"Electronics Manufacturing , 501-1k Employees , 27 years old , Noida +4 more"
151,Head Field Solutions,3.5,"Recruitment , 501-1k Employees , 17 years old , Noida +4 more"
152,Innovatiview,4.1,"Education & Training , 501-1k Employees , 14 years old , Noida +6 more"
153,AppInventiv Technologies,3.5,"Software Product , 1k-5k Employees , 9 years old , Noida +7 more"
154,Nagarro,4.1,"IT Services & Consulting , 10k-50k Employees , 28 years old , Noida +43 more"
155,Aforeserve,3.5,"IT Services & Consulting , 1k-5k Employees , 24 years old , Noida +145 more"
156,Qualitest,3.6,"IT Services & Consulting , 1k-5k Employees , 27 years old , Noida +12 more"
157,Kalkine,4.0,"Financial Services , 201-500 Employees , 10 years old , Noida +2 more"
158,TradeIndia (Infocom Network Private Limited),3.5,"Internet , 1k-5k Employees , 28 years old , Noida +38 more"
159,Teleperformance,3.8,"BPO , 50k-1 Lakh Employees , Forbes Global 2000 , 46 years old , Noida +192 more"
160,Innova Solutions,3.7,"IT Services & Consulting , 1k-5k Employees , 26 years old , Noida +25 more"
161,InnovationM,4.2,"IT Services & Consulting , 201-500 Employees , 14 years old , Noida +5 more"
162,The Jaypee Group,3.9,"Engineering & Construction , 10k-50k Employees , Public , 45 years old , Noida +88 more"
163,eTeam,3.3,"Recruitment , 1k-5k Employees , 25 years old , Noida +16 more"
164,Oracle,3.8,"Software Product , 50k-1 Lakh Employees , Public , 47 years old , Noida +47 more"
165,Samsung Display,3.9,"Electronics Manufacturing , 501-1k Employees , 5 years old , Noida +4 more"
166,Publicis Sapient,3.6,"IT Services & Consulting , 10k-50k Employees , 34 years old , Noida +27 more"
167,R.S. Infraprojects,4.1,"Real Estate , 501-1k Employees , 19 years old , Noida +54 more"
168,Macawber Beekay,4.1,"Industrial Machinery , 1k-5k Employees , 38 years old , Noida +45 more"
169,KiwiTech,3.6,"IT Services & Consulting , 501-1k Employees , 15 years old , Noida +3 more"
170,Artech Infosystems,3.6,"1k-5k Employees , 32 years old , Noida +20 more"
171,LG Electronics,4.1,"Consumer Electronics & Appliances , 1k-5k Employees , Public , 66 years old , Noida +246 more"
172,ANR Software Private Limited,4.3,"IT Services & Consulting , 201-500 Employees , 20 years old , Noida +4 more"
173,Niva Bupa Health Insurance Company,3.7,"Insurance , 5k-10k Employees , 16 years old , Noida +188 more"
174,Webkul Software,3.8,"IT Services & Consulting , 501-1k Employees , 14 years old , Noida +5 more"
175,Biz 2 Credit Info Services,3.6,"Financial Services , 201-500 Employees , 17 years old , Noida +3 more"
176,Progressive Infotech,3.5,"IT Services & Consulting , 1k-5k Employees , Forbes Global 2000 , 26 years old , Noida +54 more"
177,Infosys,3.8,"IT Services & Consulting , 1 Lakh+ Employees , Public , 43 years old , Noida +182 more"
178,British Council,3.8,"Education & Training , 1k-5k Employees , 90 years old , Noida +20 more"
179,Diverse Lynx,3.9,"IT Services & Consulting , 51-200 Employees , 22 years old , Noida +12 more"
180,Diverse Lynx,3.9,"IT Services & Consulting , 51-200 Employees , 22 years old , Noida +12 more"
181,Integreon,3.5,"Legal , 1k-5k Employees , 24 years old , Noida +10 more"
182,Care Health Insurance,3.8,"Internet , 5k-10k Employees , Public , 12 years old , Noida +197 more"
183,TechnipFMC,4.0,"Industrial Machinery , 1k-5k Employees , 7 years old , Noida +38 more"
184,Thomson Digital,4.0,"Printing & Publishing , 201-500 Employees , 62 years old , Noida +7 more"
185,Supertech,3.9,"Real Estate , 1k-5k Employees , 36 years old , Noida +18 more"
186,Magic Software,3.4,"IT Services & Consulting , 201-500 Employees , 34 years old , Noida +4 more"
187,FCI CCM,4.3,"IT Services & Consulting , 501-1k Employees , 65 years old , Noida +8 more"
188,Mas Callnet,3.8,"BPO , 51-200 Employees , 34 years old , Noida +12 more"
189,RNF Technologies,4.0,"IT Services & Consulting , 201-500 Employees , 15 years old , Noida +4 more"
190,RMSI,3.8,"IT Services & Consulting , 1k-5k Employees , 32 years old , Noida +13 more"
191,JK Tech,3.8,"IT Services & Consulting , 501-1k Employees , Public , 30 years old , Noida +17 more"
192,NSB Bpo Solutions,2.9,"BPO , 1k-5k Employees , 31 years old , Noida +75 more"
193,BUSINESSNEXT,3.4,"IT Services & Consulting , 1k-5k Employees , 23 years old , Noida +8 more"
194,Conneqt Business Solutions,3.7,"BPO , 10k-50k Employees , 22 years old , Noida +224 more"
195,Kyndryl,4.1,"IT Services & Consulting , 10k-50k Employees , Public , 2 years old , Noida +26 more"
196,Evision Technoserve,4.7,"Recruitment , 51-200 Employees , 12 years old , Noida +63 more"
197,SNVA Ventures,3.5,"IT Services & Consulting , 201-500 Employees , 15 years old , Noida +3 more"
198,Rockwell Automation,4.1,"Industrial Automation , 1k-5k Employees , Forbes Global 2000 , 121 years old , Noida +19 more"
199,Planetcast,3.8,"Media & Entertainment , 1k-5k Employees , Public , 28 years old , Noida +11 more"
200,AgreeYa Solutions,3.4,"Software Product , 501-1k Employees , 25 years old , Noida +8 more"
201,DataTrained,4.2,"EdTech , 501-1k Employees , Startup , 12 years old , Noida +3 more"
202,iSON Xperiences,3.6,"BPO , 5k-10k Employees , 13 years old , Noida +36 more"
203,Jasper Colin,4.1,"Analytics & KPO , 201-500 Employees , 16 years old , Noida +7 more"
204,Jubilant Pharmova,4.0,"Pharma , 1k-5k Employees , Public , 46 years old , Noida +52 more"
205,Classplus,3.4,"Software Product , 501-1k Employees , Startup , 9 years old , Noida +16 more"
206,BOLD Technology Systems,3.4,"Internet , 501-1k Employees , 20 years old , Noida +5 more"
207,Mahagun India,3.4,"Real Estate , 501-1k Employees , Conglomerate , 29 years old , Noida +6 more"
208,Thales,3.8,"IT Services & Consulting , 1k-5k Employees , Forbes Global 2000 , 24 years old , Noida +15 more"
209,RapiPay,4.0,"FinTech , 1k-5k Employees , Startup , 6 years old , Noida +97 more"
210,Amity Software Systems,4.3,"Software Product , 201-500 Employees , Public , Noida +7 more"
211,HCL Comnet,4.0,Noida +34 more
212,Adroit Synergies,3.2,"BPO , 501-1k Employees , 9 years old , Noida +3 more"
213,Path Infotech,4.0,"IT Services & Consulting , 201-500 Employees , 33 years old , Noida +6 more"
214,The Smart Cube,3.6,"Management Consulting , 501-1k Employees , 21 years old , Noida +7 more"
215,SCA Health India,4.8,"BPO , 201-500 Employees , Forbes Global 2000 , 11 years old , Noida +9 more"
216,Jaypee Hospital,4.1,"Healthcare , 501-1k Employees , 10 years old , Noida +9 more"
217,MPS Limited,4.0,"Content Development , 1k-5k Employees , Public , 54 years old , Noida +21 more"
218,Samsung Engineering,4.2,"Engineering & Construction , 1k-5k Employees , 18 years old , Noida +46 more"
219,Dharampal Premchand,4.3,"FMCG , 201-500 Employees , 95 years old , Noida +49 more"
220,Technip Energies,4.1,"Engineering & Construction , 1k-5k Employees , 66 years old , Noida +28 more"
221,Uneecops Technologies,4.1,"IT Services & Consulting , 501-1k Employees , 29 years old , Noida +16 more"
222,Centre for Development of Advanced Computing,3.9,"IT Services & Consulting , 1k-5k Employees , 36 years old , Noida +28 more"
223,Evelyn Learning Systems,3.8,"EdTech , 1k-5k Employees , Startup , 11 years old , Noida +9 more"
224,JLL,4.2,"Real Estate , 10k-50k Employees , Forbes Global 2000 , 25 years old , Noida +70 more"
225,Sopra Banking Software,3.7,"IT Services & Consulting , 1k-5k Employees , Public , 12 years old , Noida +4 more"
226,FinThrive,3.9,"Software Product , 501-1k Employees , 21 years old , Noida +8 more"
227,KHY ELECTRONIC,3.7,"11-50 Employees , Noida +7 more"
228,BigBasket,4.0,"Internet , 10k-50k Employees , Indian Unicorn , 13 years old , Noida +116 more"
229,Hinduja Global Solutions,4.0,"IT Services & Consulting , 10k-50k Employees , Public , 24 years old , Noida +104 more"
230,Autometers Alliance,4.4,"Electronics Manufacturing , 501-1k Employees , 65 years old , Noida +12 more"
231,Structures Online,4.6,"Engineering & Construction , 501-1k Employees , 24 years old , Noida +1 more"
232,Triveni Engineering & Industries,4.1,"Food Processing , 1k-5k Employees , Public , 92 years old , Noida +50 more"
233,CPA Global,4.0,"IT Services & Consulting , 1k-5k Employees , 55 years old , Noida +4 more"
234,eMDs,3.6,"IT Services & Consulting , 201-500 Employees , 28 years old , Noida +6 more"
235,CBRE,4.2,"Real Estate , 10k-50k Employees , Forbes Global 2000 , 118 years old , Noida +75 more"
236,Knoldus Inc,4.1,"IT Services & Consulting , 51-200 Employees , 14 years old , Noida +3 more"
237,Algoworks Technologies,4.0,"IT Services & Consulting , 501-1k Employees , 18 years old , Noida +3 more"
238,Religare,3.9,"Financial Services , 1k-5k Employees , Public , 40 years old , Noida +91 more"
239,Compunnel,3.9,"IT Services & Consulting , 501-1k Employees , 30 years old , Noida +13 more"
240,Naukri,4.0,"Internet , 1k-5k Employees , Public , 28 years old , Noida +59 more"
241,Mayoor School,4.7,"Education & Training , 51-200 Employees , 21 years old , Noida +8 more"
242,UST,3.8,"IT Services & Consulting , 10k-50k Employees , 23 years old , Noida +36 more"
243,Flyhomes,4.3,"Internet , 201-500 Employees , Startup , 9 years old , Noida +9 more"
244,Angelique International,4.6,"Engineering & Construction , 501-1k Employees , 28 years old , Noida +17 more"
245,Eastern Software Systems,3.1,"IT Services & Consulting , 201-500 Employees , 34 years old , Noida +7 more"
246,Quess,4.0,"BPO , 1k-5k Employees , Public , 17 years old , Noida +542 more"
247,Vodafone Idea,4.2,"Telecom , 5k-10k Employees , Public , 6 years old , Noida +637 more"
248,Shivalik Small Finance Bank,3.9,"Banking , 501-1k Employees , 27 years old , Noida +20 more"
249,Vcare Call Center,2.6,"BPO , 201-500 Employees , 20 years old , Noida +7 more"
250,Lido Learning,2.3,"EdTech , 201-500 Employees , Startup , 5 years old , Noida +18 more"
251,Techahead Software,3.8,"IT Services & Consulting , 201-500 Employees , 15 years old , Noida +5 more"
252,Impressico Business Solutions,4.5,"IT Services & Consulting , 201-500 Employees , 16 years old , Noida +6 more"
253,Indus Valley Partners,3.4,"IT Services & Consulting , 201-500 Employees , 24 years old , Noida +6 more"
254,JMC Projects,4.2,"Engineering & Construction , 1k-5k Employees , Public , 42 years old , Noida +117 more"
255,Cadence Design Systems,4.2,"IT Services & Consulting , 1k-5k Employees , Public , 36 years old , Noida +14 more"
256,Magic EdTech,3.0,"EdTech , 501-1k Employees , 34 years old , Noida +5 more"
257,Smart Energy Water,3.4,"IT Services & Consulting , 201-500 Employees , 15 years old , Noida +2 more"
258,KPMG India,3.6,"Management Consulting , 10k-50k Employees , 37 years old , Noida +75 more"
259,RateGain,4.0,"IT Services & Consulting , 501-1k Employees , 20 years old , Noida +4 more"
260,Spectrum Talent Management,3.8,"Recruitment , 10k-50k Employees , 16 years old , Noida +52 more"
261,Wishfin,4.1,"Financial Services , 501-1k Employees , 8 years old , Noida +10 more"
262,Steag Energy Services,4.2,"Power , 1k-5k Employees , 24 years old , Noida +37 more"
263,Clarivate,3.9,"Analytics & KPO , 1k-5k Employees , Public , 8 years old , Noida +12 more"
264,Amar Ujala,4.0,"Printing & Publishing , 1k-5k Employees , 76 years old , Noida +49 more"
265,Dataflow Group,3.1,"IT Services & Consulting , 51-200 Employees , 6 years old , Noida +7 more"
266,Reliance Retail,4.0,"Retail , 1 Lakh+ Employees , 18 years old , Noida +1013 more"
267,Damco Solutions,4.1,"IT Services & Consulting , 501-1k Employees , 28 years old , Noida +20 more"
268,Nuberg Engineering,3.8,"Industrial Machinery , 501-1k Employees , 28 years old , Noida +12 more"
269,Fortis Healthcare,4.1,"Healthcare , 1k-5k Employees , Public , 28 years old , Noida +61 more"
270,Competent Software,4.1,"IT Services & Consulting , 1k-5k Employees (Global) , 32 years old , Noida +8 more"
271,Successive Technologies,3.7,"IT Services & Consulting , 501-1k Employees , 12 years old , Noida +3 more"
272,Netoyed,4.0,"11-50 Employees , Noida +1 more"
273,RV Solutions,4.0,"IT Services & Consulting , 201-500 Employees , 16 years old , Noida +32 more"
274,Kailash Hospital,4.1,"Healthcare , 5k-10k Employees , Public , 40 years old , Noida +23 more"
275,Vinculum Solutions,3.3,"IT Services & Consulting , 201-500 Employees , 17 years old , Noida +4 more"
276,Hays Business Solutions,3.8,"Recruitment , 501-1k Employees , Public , 13 years old , Noida +8 more"
277,Techavera Solutions,4.6,"Education & Training , 51-200 Employees , 14 years old , Noida +3 more"
278,Gujarat Fluorochemicals,4.1,"Chemicals , 1k-5k Employees , Fortune India 500 , 37 years old , Noida +24 more"
279,Allview India Electronics,4.7,"Consumer Electronics & Appliances , 201-500 Employees , 1 years old , Noida +16 more"
280,Outworks Solutions Pvt Ltd,4.2,"IT Services & Consulting , 1k-5k Employees , 21 years old , Noida +25 more"
281,Zee Media Corporation,3.6,"Media & Entertainment , 1k-5k Employees , Public , 25 years old , Noida +16 more"
282,Uniparts Group,4.3,"Industrial Machinery , 501-1k Employees , 40 years old , Noida +15 more"
