,company_name,company_rating,industry,size,type,years_old,location
696,Amco Batteries,4.1,Auto Components,201-500 Employees,Public,69,Ahmedabad
697,Gyscoal Alloys,1.6,Iron & Steel,51-200 Employees,Public,25,Ahmedabad
698,Future Lifestyle Fashion,4.2,Retail,1k-5k Employees,Public,12,Ahmedabad
699,Plutomen,2.4,Internet,51-200 Employees,Startup,8,Ahmedabad
700,ShoutnHike,5.0,IT Services & Consulting,11-50 Employees,Startup,7,Ahmedabad
701,PlexusMD,4.2,Internet,11-50 Employees,Startup,10,Ahmedabad
702,Sygnius Realty,4.5,Real Estate,11-50 Employees,Startup,5,Ahmedabad
703,DataSOS Technologies,4.6,IT Services & Consulting,11-50 Employees,Startup,14,Ahmedabad
704,Ion Exchange India,3.9,Waste Management,1k-5k Employees,Public,60,Indore
705,Tirupati Sarjan,3.8,Real Estate,51-200 Employees,Public,17,Goa
706,Gujarat Fluorochemicals,4.1,Chemicals,1k-5k Employees,Fortune India 500,37,Dahej
707,Syndell Technologies,1.8,IT Services & Consulting,11-50 Employees,Startup,3,Ahmedabad
708,KEI Industries,4.2,Electrical Equipment,1k-5k Employees,Public,56,Indore
709,SPML Infra,3.5,Engineering & Construction,201-500 Employees,Public,43,Kolkata
710,Bharat Bijlee,4.3,Electrical Equipment,501-1k Employees,Public,78,Indore
711,PCS Technology,4.5,IT Services & Consulting,1k-5k Employees,Public,43,Ahmedabad
712,Royal Orchid Hotels,4.0,Hospitality,1k-5k Employees,Public,38,Ahmedabad
713,Reliance Smart,4.2,Retail,5k-10k Employees,Public,18,Ahmedabad
714,Sany Heavy Industry,4.0,Industrial Machinery,1k-5k Employees,Forbes Global 2000,35,Indore
715,Ivrcl Infrastructures & Projects,4.3,Engineering & Construction,1k-5k Employees,Public,37,Ahmedabad
716,Unitech Power Transmission,4.0,Power,201-500 Employees,Public,29,Ahmedabad
717,Aditya Birla Housing Finance,4.0,Financial Services,1k-5k Employees,Public,15,Ahmedabad
718,ROI NET Solution,4.4,FinTech,51-200 Employees,Startup,12,Ahmedabad
719,Healthians,3.5,Healthcare,1k-5k Employees,Startup,11,Ahmedabad
720,Shakti Pumps,3.9,Industrial Machinery,501-1k Employees,Public,42,Ahmedabad
721,Cooper-Standard Automotive,4.2,Auto Components,201-500 Employees,Public,64,Ahmedabad
722,Shalimar Paints,3.9,Chemicals,1k-5k Employees,Public,122,Ahmedabad
723,Godrej Consumer Products,4.2,FMCG,1k-5k Employees,Public,23,Ahmedabad
724,GTL Infrastructure,4.6,Hardware & Networking,1k-5k Employees,Public,20,Ahmedabad
725,GAIL,4.5,Oil & Gas,1k-5k Employees,Fortune India 500,40,Ahmedabad
726,Sheetal Cool Products,3.7,FMCG,51-200 Employees,Public,37,Ahmedabad
727,HSBC Group,4.1,Banking,10k-50k Employees,Forbes Global 2000,159,Ahmedabad
728,Chetak Enterprises,3.8,Engineering & Construction,51-200 Employees,Public,24,Ahmedabad
729,HSBC Group,4.1,Banking,10k-50k Employees,Forbes Global 2000,159,Ahmedabad
730,PCS Technology,4.5,IT Services & Consulting,1k-5k Employees,Public,43,Ahmedabad
731,Syndell Technologies,1.8,IT Services & Consulting,11-50 Employees,Startup,3,Ahmedabad
732,Sheetal Cool Products,3.7,FMCG,51-200 Employees,Public,37,Ahmedabad
733,ROI NET Solution,4.4,FinTech,51-200 Employees,Startup,12,Ahmedabad
734,Chetak Enterprises,3.8,Engineering & Construction,51-200 Employees,Public,24,Ahmedabad
735,Machino Polymers,3.4,Petrochemicals,501-1k Employees,Public,29,Ahmedabad
736,Kalyan Jewellers,4.7,Jewellery,5k-10k Employees,Fortune India 500,31,Ahmedabad
737,Honda Cars,4.4,Automobile,5k-10k Employees,Fortune India 500,29,Ahmedabad
738,Milkbasket,3.8,Internet,501-1k Employees,Startup,9,Ahmedabad
739,J B Chemicals And Pharmaceuticals,3.9,Pharma,1k-5k Employees,Public,48,Ahmedabad
740,Honda Cars,4.4,Automobile,5k-10k Employees,Fortune India 500,29,Ahmedabad
741,Milkbasket,3.8,Internet,501-1k Employees,Startup,9,Ahmedabad
742,J B Chemicals And Pharmaceuticals,3.9,Pharma,1k-5k Employees,Public,48,Ahmedabad
743,ZTE Corporation,4.0,Telecom,201-500 Employees,Forbes Global 2000,21,Ahmedabad
744,ZTE Corporation,4.0,Telecom,201-500 Employees,Forbes Global 2000,21,Ahmedabad
745,PNB MetLife,3.5,Insurance,5k-10k Employees,Conglomerate,23,Ahmedabad
746,Balkrishna Industries,4.1,Auto Components,1k-5k Employees,Public,37,Ahmedabad
747,The Saraswat Co-operative Bank,3.4,Banking,1k-5k Employees,Public,106,Ahmedabad
748,Aksharchem,4.1,Chemicals,51-200 Employees,Public,35,Ahmedabad
749,H&M,4.0,Fashion & Textile,1k-5k Employees,Forbes Global 2000,77,Ahmedabad
750,Balkrishna Industries,4.1,Auto Components,1k-5k Employees,Public,37,Ahmedabad
751,NIIT,3.7,Education & Training,1k-5k Employees,Public,43,Ahmedabad
752,NCR Corporation,4.1,IT Services & Consulting,5k-10k Employees,Forbes Global 2000,140,Ahmedabad
753,Isgec Heavy Engineering,3.9,Industrial Machinery,1k-5k Employees,Public,91,Ahmedabad
754,Atlas Copco,4.3,Industrial Machinery,1k-5k Employees,Public,151,Ahmedabad
755,Goodyear,4.0,Auto Components,501-1k Employees,Public,126,Ahmedabad
756,Vedantu,3.4,EdTech,1k-5k Employees,Indian Unicorn,13,Ahmedabad
757,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Ahmedabad
758,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Ahmedabad
759,Bird Group,3.3,Aviation,1k-5k Employees,Conglomerate,53,Ahmedabad
760,ING Vysya Bank,4.4,Banking,5k-10k Employees,Public,22,Ahmedabad
761,Mahalaxmi Rubtech,3.8,Fashion & Textile,201-500 Employees,Public,33,Ahmedabad
762,Royale Cheese,4.6,IT Services & Consulting,11-50 Employees,Startup,12,Ahmedabad
763,Quick Furnish,4.6,Architecture & Interior Design,11-50 Employees,Startup,4,Ahmedabad
764,Sintex Plastics Technology,3.1,Chemicals,1k-5k Employees,Public,93,Ahmedabad
765,C D Integrated Services,3.2,Investment Banking / Venture Capital / Private Equity,11-50 Employees,Public,25,Ahmedabad
766,Navigateglobal CFO Services Private Limited,4.6,Accounting & Auditing,11-50 Employees,Startup,4,Ahmedabad
767,Royale Cheese,4.6,IT Services & Consulting,11-50 Employees,Startup,12,Ahmedabad
768,Quick Furnish,4.6,Architecture & Interior Design,11-50 Employees,Startup,4,Ahmedabad
769,Aurobindo Pharma,4.0,Pharma,10k-50k Employees,Public,38,Ahmedabad
770,Agarwal Packers and Movers Limited,3.6,Logistics,5k-10k Employees,Public,37,Ahmedabad
771,Kellogg,4.3,FMCG,1k-5k Employees,Forbes Global 2000,118,Indore
772,Nissan,4.0,Automobile,10k-50k Employees,Forbes Global 2000,91,Indore
773,Kotak Mahindra General Insurance,3.8,Insurance,501-1k Employees,Public,9,Ahmedabad
774,Idex,3.7,Non-Profit,201-500 Employees,Forbes Global 2000,37,Ahmedabad
775,Freshtrop Fruits,3.5,Agro Chemicals,51-200 Employees,Public,32,Ahmedabad
776,Dedicated Freight Corridor Corporation Of India,4.1,Government,501-1k Employees,Public,18,Ahmedabad
777,Ongc Petro Additions,4.0,Petrochemicals,1k-5k Employees,Public,18,Ahmedabad
778,Welspun Global Brands,3.8,Fashion & Textile,10k-50k Employees (Global),Public,24,Ahmedabad
779,Gujarat State Electricity Corporation,4.3,Government,5k-10k Employees,State,31,Ahmedabad
780,Kaya Skin Clinic,4.1,Beauty & Personal Care,501-1k Employees,Public,21,Ahmedabad
781,Aviva Life Insurance India,3.6,Insurance,1k-5k Employees,Forbes Global 2000,328,Ahmedabad
782,Ups Logistics,4.0,Logistics,1k-5k Employees,Forbes Global 2000,117,Ahmedabad
783,Bharat Petroleum,4.2,Oil & Gas,5k-10k Employees,Fortune India 500,72,Ahmedabad
784,Sabarmati Gas,3.7,Oil & Gas,201-500 Employees,Public,18,Ahmedabad
785,Bigbloc Construction,4.1,Building Material,51-200 Employees,Public,9,Ahmedabad
786,FMC,4.2,Agro Chemicals,1k-5k Employees,Forbes Global 2000,15,Ahmedabad
787,Lakme,4.3,Beauty & Personal Care,201-500 Employees,Public,44,Ahmedabad
788,Kaya Skin Clinic,4.1,Beauty & Personal Care,501-1k Employees,Public,21,Ahmedabad
789,Central Reserve Police Force,4.6,Government,1 Lakh+ Employees,Central,85,Ahmedabad
790,Gujarat State Electricity Corporation,4.3,Government,5k-10k Employees,State,31,Ahmedabad
791,Aviva Life Insurance India,3.6,Insurance,1k-5k Employees,Forbes Global 2000,328,Ahmedabad
792,Neon Laboratories,3.9,Pharma,1k-5k Employees,Public,42,Ahmedabad
793,Canon,4.2,Consumer Electronics & Appliances,1k-5k Employees,Forbes Global 2000,87,Ahmedabad
794,Crop Life Science,3.2,Agro Chemicals,51-200 Employees,Public,18,Ahmedabad
795,DCW,4.0,Chemicals,1k-5k Employees,Public,99,Ahmedabad
796,Tci Freight,4.3,Logistics,201-500 Employees,Public,66,Ahmedabad
797,Sharp Business Systems India,3.5,Consumer Electronics & Appliances,51-200 Employees,Forbes Global 2000,112,Ahmedabad
798,Shriram Group,4.1,Financial Services,50k-1 Lakh Employees,Conglomerate,50,Ahmedabad
799,DCW,4.0,Chemicals,1k-5k Employees,Public,99,Ahmedabad
800,Ramco Industries,4.2,Building Material,1k-5k Employees,Public,32,Ahmedabad
801,Crop Life Science,3.2,Agro Chemicals,51-200 Employees,Public,18,Ahmedabad
802,John Deere,4.3,Industrial Machinery,5k-10k Employees,Fortune India 500,23,Ahmedabad
803,Paytm Payments Bank,4.0,FinTech,1k-5k Employees,Public,8,Ahmedabad
804,Kotak Mahindra General Insurance,3.8,Insurance,501-1k Employees,Public,9,Ahmedabad
805,Welspun Global Brands,3.8,Fashion & Textile,10k-50k Employees (Global),Public,24,Ahmedabad
806,Idex,3.7,Non-Profit,201-500 Employees,Forbes Global 2000,37,Ahmedabad
807,Ongc Petro Additions,4.0,Petrochemicals,1k-5k Employees,Public,18,Ahmedabad
808,Orient Technologies,3.9,IT Services & Consulting,1k-5k Employees,Forbes Global 2000,32,Ahmedabad
809,Food Corporation of India,4.2,Government,10k-50k Employees (Global),Central,59,Ahmedabad
810,Cogoport,3.0,Internet,51-200 Employees,Startup,8,Ahmedabad
811,Ups Logistics,4.0,Logistics,1k-5k Employees,Forbes Global 2000,117,Ahmedabad
812,Sabarmati Gas,3.7,Oil & Gas,201-500 Employees,Public,18,Ahmedabad
813,Bigbloc Construction,4.1,Building Material,51-200 Employees,Public,9,Ahmedabad
814,Mkc Infrastructure,3.7,Engineering & Construction,501-1k Employees,Public,61,Ahmedabad
815,MARG ERP,3.7,Accounting & Auditing,5k-10k Employees,Public,24,Ahmedabad
816,Rucha Group Of Industries,3.3,Industrial Machinery,1k-5k Employees,Public,30,Ahmedabad
817,Pristyn Care,3.7,Healthcare,1k-5k Employees,Indian Unicorn,6,Ahmedabad
818,MARG ERP,3.7,Accounting & Auditing,5k-10k Employees,Public,24,Ahmedabad
819,Rucha Group Of Industries,3.3,Industrial Machinery,1k-5k Employees,Public,30,Ahmedabad
820,Compass Group Support Services,4.1,Hospitality,10k-50k Employees,Public,83,Ahmedabad
821,Luthra Group Company,3.8,Waste Management,51-200 Employees,Central,44,Ahmedabad
822,Rapido,3.8,Internet,1k-5k Employees,Startup,9,Ahmedabad
823,Danone Foods Beverages,3.5,Food Processing,501-1k Employees,Forbes Global 2000,105,Ahmedabad
824,Mitcon Consultancy and Engineering Services,3.7,Education & Training,201-500 Employees,Public,42,Ahmedabad
825,Suraj Limited,4.6,Industrial Machinery,1k-5k Employees,Public,30,Ahmedabad
826,Pristyn Care,3.7,Healthcare,1k-5k Employees,Indian Unicorn,6,Ahmedabad
827,Air India,4.0,Aviation,10k-50k Employees,Central,94,Ahmedabad
828,Coforge,3.5,IT Services & Consulting,10k-50k Employees,Public,20,Ahmedabad
829,Bajaj Consumer Care,3.9,FMCG,201-500 Employees,Public,94,Ahmedabad
830,L&T Technology Services,3.4,IT Services & Consulting,10k-50k Employees,Public,12,Ahmedabad
831,Akums Drugs & Pharmaceuticals Limited,4.2,Pharma,10k-50k Employees,Public,20,Ahmedabad
832,Merino Industries,2.7,Furniture & Furnishing,1k-5k Employees,Public,56,Ahmedabad
833,Allengers Medical Systems,3.2,Medical Equipment,1k-5k Employees,Public,37,Ahmedabad
834,ByteDance,4.2,Internet,1k-5k Employees,Startup,12,Ahmedabad
835,Oxyzo Financial Services,3.9,Financial Services,201-500 Employees,Indian Unicorn,8,Gurgaon
836,Cube Construction Engineering,3.3,Engineering & Construction,1k-5k Employees,Public,30,Vadodara
837,Medley Pharmaceuticals,4.1,Pharma,1k-5k Employees,Public,55,Varanasi
838,Coldman Logistics,4.6,Logistics,51-200 Employees,Startup,8,Ahmedabad
839,Uber eats,4.5,Internet,1k-5k Employees (Global),Startup,10,Ahmedabad
840,Zoomcar,3.7,Internet,1k-5k Employees,Startup,12,Ahmedabad
841,Poly Medicure,3.7,Medical Equipment,1k-5k Employees,Public,27,Ahmedabad
842,Mphasis,3.5,IT Services & Consulting,10k-50k Employees,Public,26,Ahmedabad
843,Tetra Pak,4.2,Packaging,1k-5k Employees,Fortune India 500,37,Ahmedabad
844,Morepen Laboratories,4.1,Pharma,1k-5k Employees,Public,40,Ahmedabad
845,MobileFirst Applications,4.0,IT Services & Consulting,51-200 Employees,Startup,10,Ahmedabad
846,Tiger Logistics India,4.1,Logistics,501-1k Employees,Public,24,Ahmedabad
847,Ushanti Colour Chem,2.5,Chemicals,51-200 Employees,Public,63,Ahmedabad
848,Tiger Logistics India,4.1,Logistics,501-1k Employees,Public,24,Ahmedabad
849,Ushanti Colour Chem,2.5,Chemicals,51-200 Employees,Public,63,Ahmedabad
850,MyClassCampus,5.0,IT Services & Consulting,11-50 Employees,Startup,7,Ahmedabad
851,Gamerji,3.7,Internet,11-50 Employees,Startup,6,Ahmedabad
852,The New India Assurance Co.,4.6,Insurance,10k-50k Employees,Public,105,Ahmedabad
853,Mondelez International,4.4,Food Processing,1k-5k Employees,Forbes Global 2000,12,Ahmedabad
854,AccorHotels,4.3,Hospitality,5k-10k Employees,Forbes Global 2000,57,Ahmedabad
855,National Insurance Company,4.2,Insurance,5k-10k Employees,Central,118,Ahmedabad
856,City Union Bank,3.4,Banking,5k-10k Employees,Public,120,Ahmedabad
857,Reserve Bank of India,4.6,Banking,10k-50k Employees,Central,89,Ahmedabad
858,Cavinkare,4.0,FMCG,1k-5k Employees,Conglomerate,41,Ahmedabad
859,Religare Finvest,4.4,Financial Services,1k-5k Employees,Public,18,Ahmedabad
860,TVS Electronics,3.9,Consumer Electronics & Appliances,501-1k Employees,Public,38,Ahmedabad
861,Novo Nordisk,4.1,Pharma,1k-5k Employees,Forbes Global 2000,101,Ahmedabad
862,Ventura Securities,4.0,Financial Services,1k-5k Employees,Public,30,Ahmedabad
863,Hero Cycles,3.6,Automobile,5k-10k Employees,Public,68,Ahmedabad
864,Ramky Infrastructure,4.2,Engineering & Construction,501-1k Employees,Public,30,Ahmedabad
865,Tcil,4.1,Telecom,1k-5k Employees,Public,46,Ahmedabad
866,Textron,3.8,Engineering & Construction,201-500 Employees,Public,101,Ahmedabad
867,GSPL,4.0,Oil & Gas,1k-5k Employees,Public,45,Ahmedabad
868,21North,3.0,Internet,501-1k Employees,Startup,9,Ahmedabad
869,Manali Petrochemicals,3.8,Chemicals,501-1k Employees,Public,38,Ahmedabad
870,Lotte India Corporation,3.9,FMCG,501-1k Employees,Public,20,Ahmedabad
871,Gujarat Alkalies & Chemicals,4.6,Chemicals,1k-5k Employees,Public,51,Ahmedabad
872,Axio,3.7,Financial Services,501-1k Employees,Startup,11,Ahmedabad
873,TVS Eurogrip,3.8,Auto Components,1k-5k Employees,Public,42,Ahmedabad
874,Grauer & Weil (i),3.6,Chemicals,501-1k Employees,Public,67,Ahmedabad
875,Rajoo Engineers,3.6,Industrial Machinery,201-500 Employees,Public,38,Ahmedabad
876,Religare Housing Development Finance Corporation,4.5,Financial Services,51-200 Employees,Public,31,Ahmedabad
877,Nkgsb CO-OP Bank,4.2,Banking,1k-5k Employees,Public,107,Ahmedabad
878,Swastika Investmart,4.4,Investment Banking / Venture Capital / Private Equity,501-1k Employees,Public,32,Ahmedabad
879,Kuwy Digital Lender,3.8,Internet,51-200 Employees,Startup,7,Ahmedabad
880,Tork Motors,4.1,Internet,51-200 Employees,Startup,8,Ahmedabad
881,ShopX,4.4,Internet,201-500 Employees,Startup,9,Ahmedabad
882,BOB Capital Markets,3.4,Financial Services,51-200 Employees,Central,28,Ahmedabad
883,Waters Corporation,4.4,Clinical Research,501-1k Employees,Forbes Global 2000,66,Ahmedabad
884,ASSA ABLOY,3.7,Real Estate,51-200 Employees,Public,19,Ahmedabad
885,Freshworks,3.7,Software Product,1k-5k Employees,Public,14,Ahmedabad
886,Consulting Engineers Group,4.2,Engineering & Construction,1k-5k Employees,Public,40,Ahmedabad
887,Consulting Engineers Group,4.2,Engineering & Construction,1k-5k Employees,Public,40,Jaipur
888,SAVA Healthcare,4.0,Pharma,501-1k Employees,Public,21,Ahmedabad
889,Orient Cement,4.3,Building Material,1k-5k Employees,Public,45,Ahmedabad
890,Hubergroup,4.2,Chemicals,1k-5k Employees,Fortune India 500,38,Ahmedabad
891,Music Broadcast,4.5,Media & Entertainment,501-1k Employees,Public,25,Ahmedabad
892,Acrysil,4.0,Building Material,201-500 Employees,Public,37,Ahmedabad
893,Exicom,4.0,Semiconductors,1k-5k Employees,Public,30,Ahmedabad
894,The Indian Hotels Company,4.2,Hospitality,10k-50k Employees,Fortune India 500,125,Ahmedabad
895,HIL,4.2,Building Material,1k-5k Employees,Public,78,Ahmedabad
896,UFO Moviez,3.7,Media & Entertainment,201-500 Employees,Public,19,Ahmedabad
897,Inox Leisure,4.1,Media & Entertainment,1k-5k Employees,Public,25,Ahmedabad
898,Toyota Kirloskar Motor,4.4,Automobile,5k-10k Employees,Fortune India 500,27,Ahmedabad
899,ICRA,3.1,Financial Services,201-500 Employees,Public,33,Ahmedabad
900,Accel Limited,3.9,IT Services & Consulting,1k-5k Employees,Public,33,Ahmedabad
901,South Indian Bank,3.6,Banking,1k-5k Employees,Public,95,Ahmedabad
902,Kirloskar Electric Company,3.6,Electrical Equipment,1k-5k Employees,Public,78,Ahmedabad
903,REPCO HOME FINANCE,3.9,NBFC,501-1k Employees,Public,24,Ahmedabad
904,HFCL,4.2,Hardware & Networking,1k-5k Employees,Public,37,Ahmedabad
905,Gulf Oil Lubricants,4.1,Chemicals / Agri Inputs,501-1k Employees,Public,31,Ahmedabad
906,Confidence Petroleum India,3.5,Oil & Gas,501-1k Employees,Public,27,Ahmedabad
907,Poddar Tyres,4.0,Auto Components,501-1k Employees,Public,43,Ahmedabad
908,Hero Housing Finance,3.9,Financial Services,501-1k Employees,Startup,7,Ahmedabad
909,Glenmark Life Sciences,3.8,Pharma,201-500 Employees,Public,47,Ahmedabad
910,Lotte India Corporation,3.9,FMCG,501-1k Employees,Public,20,Ahmedabad
911,Swastika Investmart,4.4,Investment Banking / Venture Capital / Private Equity,501-1k Employees,Public,32,Ahmedabad
912,Gujarat Alkalies & Chemicals,4.6,Chemicals,1k-5k Employees,Public,51,Ahmedabad
913,Rajoo Engineers,3.6,Industrial Machinery,201-500 Employees,Public,38,Ahmedabad
914,Grauer & Weil (i),3.6,Chemicals,501-1k Employees,Public,67,Ahmedabad
915,Hero Housing Finance,3.9,Financial Services,501-1k Employees,Startup,7,Ahmedabad
916,Confidence Petroleum India,3.5,Oil & Gas,501-1k Employees,Public,27,Ahmedabad
917,Poddar Tyres,4.0,Auto Components,501-1k Employees,Public,43,Ahmedabad
918,Manali Petrochemicals,3.8,Chemicals,501-1k Employees,Public,38,Ahmedabad
919,Axio,3.7,Financial Services,501-1k Employees,Startup,11,Ahmedabad
920,21North,3.0,Internet,501-1k Employees,Startup,9,Ahmedabad
921,Orient Cement,4.3,Building Material,1k-5k Employees,Public,45,Ahmedabad
922,Thyrocare Technologies,3.6,Healthcare,1k-5k Employees,Public,28,Ahmedabad
923,Bajaj Capital,3.9,Financial Services,1k-5k Employees,Public,60,Ahmedabad
924,Accord Synergy,4.2,Hardware & Networking,51-200 Employees,Public,10,Ahmedabad
925,Vishvaraj Infrastructure,4.1,Waste Management,201-500 Employees,Public,25,Ahmedabad
926,Nkgsb CO-OP Bank,4.2,Banking,1k-5k Employees,Public,107,Ahmedabad
927,ASSA ABLOY,3.7,Real Estate,51-200 Employees,Public,19,Ahmedabad
928,Freshworks,3.7,Software Product,1k-5k Employees,Public,14,Ahmedabad
929,Bajaj Capital,3.9,Financial Services,1k-5k Employees,Public,60,Ahmedabad
930,Reckitt Benckiser,4.0,FMCG,1k-5k Employees,Conglomerate,25,Ahmedabad
931,Valiant Organics,3.8,Chemicals / Agri Inputs,501-1k Employees,Public,40,Ahmedabad
932,Turtlemint,3.6,Internet,1k-5k Employees,Startup,9,Ahmedabad
933,SAATHII,3.8,Government,11-50 Employees,Startup,8,Ahmedabad
934,ART Housing Finance (India),3.8,Financial Services,51-200 Employees,Public,11,Ahmedabad
935,Ministry of Defence,4.4,Government,1 Lakh+ Employees,Central,77,Ahmedabad
936,Melorra,3.6,Internet,201-500 Employees,Startup,9,Ahmedabad
937,Glenmark Life Sciences,3.8,Pharma,201-500 Employees,Public,47,Ahmedabad
938,Smartchem Technologies,3.6,Agro Chemicals,51-200 Employees,Public,37,Ahmedabad
939,Starbucks,4.3,Hospitality,1k-5k Employees,Public,53,Ahmedabad
940,Grindwell Norton,4.1,Industrial Machinery,1k-5k Employees,Public,83,Ahmedabad
941,Jacobs Engineering Group,4.1,Engineering & Construction,1k-5k Employees,Forbes Global 2000,77,Ahmedabad
942,First Source,3.8,BPO,10k-50k Employees,Public,23,Ahmedabad
943,ART Housing Finance (India),3.8,Financial Services,51-200 Employees,Public,11,Ahmedabad
944,Ministry of Defence,4.4,Government,1 Lakh+ Employees,Central,77,Ahmedabad
945,Relaxo Footwear,4.3,Fashion & Textile,5k-10k Employees,Public,40,Ahmedabad
946,Jumbotail Technologies,3.7,Retail,201-500 Employees,Startup,9,Ahmedabad
947,Kamdhenu,4.1,Building Material,501-1k Employees,Public,29,Ahmedabad
948,DB Schenker,4.3,Logistics,1k-5k Employees,Conglomerate,34,Ahmedabad
949,S Chand Group,4.1,Education & Training,1k-5k Employees,Public,85,Ahmedabad
950,Zetwerk Manufacturing Businesses,4.1,Industrial Machinery,1k-5k Employees,Indian Unicorn,6,Ahmedabad
951,Cult.fit,3.8,Fitness & Wellness,1k-5k Employees,Indian Unicorn,8,Ahmedabad
952,Digitas,3.6,Marketing & Advertising,201-500 Employees,Public,18,Ahmedabad
953,QUICK HEAL TECHNOLOGIES,3.9,Software Product,1k-5k Employees,Public,29,Ahmedabad
954,Fisdom,3.8,Financial Services,501-1k Employees,Startup,9,Ahmedabad
955,Federal Mogul Goetze,4.2,Auto Components,1k-5k Employees,Public,70,Ahmedabad
956,Hi Tech Pipes,3.7,Building Material,1k-5k Employees,Public,39,Ahmedabad
957,Gujarat Narmada Valley Fertilizers & Chemicals,4.3,Agro Chemicals,1k-5k Employees,Fortune India 500,48,Ahmedabad
958,Alankit,3.3,Financial Services,1k-5k Employees,Public,33,Ahmedabad
959,Zetwerk Manufacturing Businesses,4.1,Industrial Machinery,1k-5k Employees,Indian Unicorn,6,Ahmedabad
960,Cult.fit,3.8,Fitness & Wellness,1k-5k Employees,Indian Unicorn,8,Ahmedabad
961,S Chand Group,4.1,Education & Training,1k-5k Employees,Public,85,Ahmedabad
962,Digitas,3.6,Marketing & Advertising,201-500 Employees,Public,18,Ahmedabad
963,Talent,3.0,Internet,11-50 Employees,Startup,9,Ahmedabad
964,Apollo Pipes,4.0,Building Material,201-500 Employees,Public,24,Ahmedabad
965,Muthoot Pappachan Group,3.1,Financial Services,10k-50k Employees,Conglomerate,137,Ahmedabad
966,Talent,3.0,Internet,11-50 Employees,Startup,9,Ahmedabad
967,Praxis home Retail,4.1,Retail,1k-5k Employees,Public,17,Ahmedabad
968,GVK Group,3.9,Engineering & Construction,50k-1 Lakh Employees,Public,32,Ahmedabad
969,Expeditors International,3.9,Logistics,1k-5k Employees,Forbes Global 2000,45,Ahmedabad
970,Apollo Pipes,4.0,Building Material,201-500 Employees,Public,24,Ahmedabad
971,Inspirisys Solution,3.9,IT Services & Consulting,1k-5k Employees,Public,33,Ahmedabad
972,Machino Plastics,4.0,Auto Components,201-500 Employees,Public,37,Ahmedabad
973,Honeywell Automation,3.8,Consumer Electronics & Appliances,10k-50k Employees,Public,118,Ahmedabad
974,Muthoot Pappachan Group,3.1,Financial Services,10k-50k Employees,Conglomerate,137,Ahmedabad
975,Matrimony.com,4.4,Internet,1k-5k Employees,Public,27,Ahmedabad
976,Sakhiya Skin Clinic,4.3,Beauty & Personal Care,201-500 Employees,Public,26,Ahmedabad
977,KFintech,3.7,FinTech,5k-10k Employees,Startup,7,Ahmedabad
978,Shree Cement,4.0,Building Material,5k-10k Employees,Public,45,Indore
979,Devyani International,3.9,Hospitality,10k-50k Employees,Public,33,Indore
980,Biocon Limited,3.9,Biotechnology,5k-10k Employees,Public,46,Indore
981,Biocon Limited,3.9,Biotechnology,5k-10k Employees,Public,46,Ahmedabad
982,Wonder Cement,4.2,Building Material,1k-5k Employees,Fortune India 500,14,Ahmedabad
983,Ajmera Realty & Infra India,3.5,Real Estate,51-200 Employees,Public,57,Ahmedabad
984,Pagarbook,4.1,Software Product,51-200 Employees,Startup,5,Ahmedabad
985,Medtronic,4.1,Medical Equipment,1k-5k Employees,Forbes Global 2000,45,Ahmedabad
986,Expeditors International,3.9,Logistics,1k-5k Employees,Forbes Global 2000,45,Ahmedabad
987,NEC,4.6,IT Services & Consulting,5k-10k Employees,Forbes Global 2000,125,Ahmedabad
988,Tube Investments of India,4.0,Engineering & Construction,1k-5k Employees,Public,75,Ahmedabad
989,HT Media,3.4,Media & Entertainment,1k-5k Employees,Public,100,Ahmedabad
990,Jindal Saw,4.1,Building Material,5k-10k Employees,Public,40,Ahmedabad
991,CollegeBol,3.0,Internet,11-50 Employees,Startup,11,Ahmedabad
992,Locanix,4.0,Internet,11-50 Employees,Startup,12,Ahmedabad
993,Everest Kanto Cylinder,3.7,Oil & Gas,1k-5k Employees,Public,46,Ahmedabad
994,Roselabs,4.1,Pharma,51-200 Employees,Public,32,Ahmedabad
995,Remi Sales & Engineering,3.2,Medical Equipment,201-500 Employees (Global),Public,64,Hyderabad
996,Archon Engicon,4.0,Telecom,51-200 Employees,Public,22,Ahmedabad
997,Brand Factory,4.5,Retail,10k-50k Employees,Public,18,Ahmedabad
998,Polylink Polymers India,4.2,Chemicals / Agri Inputs,51-200 Employees,Public,31,Ahmedabad
999,Roselabs,4.1,Pharma,51-200 Employees,Public,32,Ahmedabad
1000,CollegeBol,3.0,Internet,11-50 Employees,Startup,11,Ahmedabad
1001,Shiva Industrial Security Agency,3.0,Law Enforcement & Security,201-500 Employees (Global),Public,27,Ahmedabad
1002,Everest Kanto Cylinder,3.7,Oil & Gas,1k-5k Employees,Public,46,Ahmedabad
1003,Archon Engicon,4.0,Telecom,51-200 Employees,Public,22,Ahmedabad
1004,Locanix,4.0,Internet,11-50 Employees,Startup,12,Ahmedabad
1005,Vivanza Bio Sciences,4.0,Pharma,51-200 Employees,Public,42,Ahmedabad
1006,Axita Cotton,3.6,Fashion & Textile,51-200 Employees,Public,11,Ahmedabad
