,company_name,company_rating,industry,size,type,years_old,location
6763,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
6764,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
6765,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
6766,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
6767,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
6768,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
6769,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
6770,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
6771,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
6772,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Noida
6773,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
6774,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
6775,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
6776,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
6777,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
6778,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
6779,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
6780,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
6781,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
6782,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
6783,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
6784,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
6785,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
6786,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
6787,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
6788,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
6789,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
6790,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
6791,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
6792,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
6793,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
6794,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
6795,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
6796,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
6797,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
6798,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
6799,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
